pre	post	type	synapses
RIH	RIR	chemical	1
RIH	RMED	chemical	1
RIH	RMER	chemical	1
RIH	RMEV	chemical	1
RIH	URAVL	chemical	1
RIH	URAVR	chemical	1
RIH	URYVL	chemical	2
RIML	ADAL	chemical	2
RIML	ADER	electrical	1
RIML	AIBR	chemical	7
RIML	AVAL	chemical	1
RIML	AVAR	electrical	5
RIML	AVBL	chemical	2
RIML	AVBR	chemical	3
RIML	AVEL	electrical	3
RIML	AVER	chemical	2
RIML	AVER	electrical	2
RIML	BWM-DR06	chemical	1
RIML	BWM-DR08	chemical	1
RIML	BWM-VR04	chemical	3
RIML	BWM-VR06	chemical	1
RIML	OLLR	chemical	1
RIML	RIAL	electrical	1
RIML	RIBL	chemical	4
RIML	RIBR	chemical	1
RIML	RIMR	electrical	1
RIML	RIS	chemical	1
RIML	RIS	electrical	1
RIML	RMDL	chemical	6
RIML	RMDR	chemical	7
RIML	RMFL	chemical	3
RIML	RMFR	chemical	2
RIML	SAADL	chemical	5
RIML	SAADR	chemical	3
RIML	SAAVL	chemical	3
RIML	SAAVR	chemical	3
RIML	SIADL	chemical	1
RIML	SMDDL	chemical	4
RIML	SMDDR	chemical	3
RIML	SMDVL	chemical	5
RIML	SMDVR	chemical	3
RIML	URXL	electrical	1
RIMR	AIBL	chemical	13
RIMR	AUAR	chemical	1
RIMR	AVAL	chemical	2
RIMR	AVAL	electrical	4
RIMR	AVAR	electrical	2
RIMR	AVBL	chemical	5
RIMR	AVBR	chemical	2
RIMR	AVEL	chemical	1
RIMR	AVEL	electrical	2
RIMR	AVER	electrical	2
RIMR	BWM-DL04	chemical	2
RIMR	BWM-DL06	chemical	3
RIMR	BWM-VL04	chemical	1
RIMR	BWM-VL06	chemical	3
RIMR	RIAL	chemical	1
RIMR	RIBR	chemical	2
RIMR	RIFR	chemical	1
RIMR	RMDL	chemical	7
RIMR	RMDR	chemical	6
RIMR	RMFR	chemical	3
RIMR	SAADL	chemical	2
RIMR	SAAVL	chemical	5
RIMR	SAAVR	chemical	5
RIMR	SMDDL	chemical	7
RIMR	SMDDR	chemical	5
RIMR	SMDVL	chemical	1
RIMR	SMDVR	chemical	7
RIPR	RIPL	electrical	2
RIR	ADFL	chemical	3
RIR	ADFR	chemical	1
RIR	AIYL	chemical	1
RIR	AIYR	chemical	1
RIR	AIZL	chemical	7
RIR	AIZR	chemical	8
RIR	AQR	chemical	1
RIR	AUAL	chemical	2
RIR	AVER	chemical	2
RIR	AVHR	chemical	2
RIR	BAGL	chemical	1
RIR	BAGL	electrical	2
RIR	BAGR	chemical	4
RIR	BAGR	electrical	3
RIR	DVA	chemical	2
RIR	OLQVR	chemical	1
RIR	RIAL	chemical	6
RIR	RIAR	chemical	13
RIR	RIGR	chemical	2
RIR	SMBVR	chemical	1
RIR	URXL	chemical	7
RIR	URXR	chemical	12
RIS	AVEL	chemical	8
RIS	AVER	chemical	8
RIS	AVJR	electrical	1
RIS	AVKL	chemical	10
RIS	AVKR	chemical	7
RIS	AVL	chemical	3
RIS	CEPDL	chemical	2
RIS	CEPDR	chemical	3
RIS	CEPVL	chemical	3
RIS	CEPVR	chemical	3
RIS	RIBL	chemical	6
RIS	RIBR	chemical	6
RIS	RICR	chemical	3
RIS	RIML	chemical	8
RIS	RIMR	chemical	9
RIS	RIR	electrical	1
RIS	RMDDR	electrical	1
RIS	RMDL	chemical	4
RIS	RMDR	chemical	4
RIS	SMDDL	chemical	2
RIS	SMDDR	chemical	3
RIS	SMDVL	chemical	1
RIS	SMDVR	chemical	1
RIS	URYDR	chemical	1
RIS	URYVL	chemical	2
RIVL	AVEL	electrical	1
RIVL	BWM-VR05	chemical	5
RIVL	BWM-VR06	chemical	2
RIVL	BWM-VR07	chemical	14
RIVL	BWM-VR08	chemical	1
RIVL	excgl	chemical	1
RIVL	RIAL	chemical	4
RIVL	RIAR	chemical	2
RIVL	RMDL	chemical	3
RIVL	RMDVL	chemical	2
RIVL	SAADR	chemical	3
RIVL	SDQR	chemical	2
RIVL	SIAVR	chemical	8
RIVR	AIBR	electrical	1
RIVR	AVEL	electrical	1
RIVR	AVER	electrical	1
RIVR	BWM-VL05	chemical	6
RIVR	BWM-VL06	chemical	1
RIVR	BWM-VL07	chemical	4
RIVR	BWM-VR07	chemical	3
RIVR	GLRDL	chemical	1
RIVR	RIAL	chemical	3
RIVR	RIAR	chemical	3
RIVR	RICR	chemical	1
RIVR	RIVL	electrical	1
RIVR	RMDDL	chemical	1
RIVR	RMDR	chemical	1
RIVR	RMDVR	chemical	2
RIVR	RMDVR	electrical	1
RIVR	SAADL	chemical	3
RIVR	SDQR	electrical	1
RIVR	SIAVL	chemical	4
RIVR	SMBVL	chemical	1
RIVR	SMDDL	chemical	2
RIVR	SMDVR	chemical	2
RIVR	SMDVR	electrical	1
RMDDL	BWM-DL03	chemical	1
RMDDL	BWM-DL05	chemical	1
RMDDL	BWM-DL07	chemical	1
RMDDL	BWM-DR01	chemical	5
RMDDL	BWM-DR02	chemical	7
RMDDL	BWM-DR03	chemical	2
RMDDL	BWM-DR04	chemical	9
RMDDL	BWM-DR05	chemical	3
RMDDL	BWM-DR06	chemical	1
RMDDL	BWM-DR06	electrical	1
RMDDL	BWM-DR07	chemical	3
RMDDL	IL1DR	chemical	1
RMDDL	IL1R	chemical	2
RMDDL	RMDDL	chemical	1
RMDDL	RMDVR	chemical	8
RMDDL	RMEV	chemical	1
RMDDL	SAADL	electrical	2
RMDDL	SIAVR	electrical	1
RMDDL	SMBDL	chemical	1
RMDDL	SMDDL	electrical	2
RMDDR	AVEL	electrical	1
RMDDR	BWM-DL01	chemical	5
RMDDR	BWM-DL02	chemical	10
RMDDR	BWM-DL03	chemical	3
RMDDR	BWM-DL04	chemical	10
RMDDR	BWM-DL05	chemical	3
RMDDR	BWM-DL07	chemical	2
RMDDR	BWM-VL04	chemical	1
RMDDR	IL1DL	chemical	2
RMDDR	RMDDR	chemical	2
RMDDR	RMDL	chemical	1
RMDDR	RMDR	electrical	2
RMDDR	RMDVL	chemical	14
RMDDR	RMDVR	electrical	2
RMDDR	SIBDR	electrical	1
RMDDR	SMBDR	chemical	1
RMDDR	SMDDR	electrical	1
RMDL	BWM-DR02	chemical	1
RMDL	BWM-DR04	chemical	4
RMDL	BWM-DR06	chemical	3
RMDL	BWM-DR08	chemical	3
RMDL	BWM-VR02	chemical	2
RMDL	BWM-VR04	chemical	6
RMDL	BWM-VR06	chemical	4
RMDL	IL1R	chemical	2
RMDL	IL2R	chemical	1
RMDL	RIAL	chemical	10
RMDL	RIAR	chemical	8
RMDL	RIML	chemical	1
RMDL	RMDDL	chemical	1
RMDL	RMDDL	electrical	1
RMDL	RMDDR	chemical	1
RMDL	RMDR	chemical	7
RMDL	RMDVR	chemical	1
RMDL	RMEL	electrical	1
RMDL	RMGR	chemical	1
RMDL	RMHL	chemical	1
RMDL	SIAVR	chemical	2
RMDR	BWM-DL02	chemical	2
RMDR	BWM-DL04	chemical	3
RMDR	BWM-DL06	chemical	2
RMDR	BWM-DL08	chemical	1
RMDR	BWM-VL02	chemical	2
RMDR	BWM-VL04	chemical	6
RMDR	BWM-VL06	chemical	2
RMDR	CEPVL	chemical	1
RMDR	GLRL	chemical	1
RMDR	IL1L	chemical	2
RMDR	OLLL	chemical	1
RMDR	RIAL	chemical	5
RMDR	RIAR	chemical	13
RMDR	RIMR	chemical	1
RMDR	RMDDL	chemical	1
RMDR	RMDDR	chemical	1
RMDR	RMDL	chemical	5
RMDR	RMDVL	chemical	3
RMDR	RMER	chemical	2
RMDR	RMFR	electrical	2
RMDR	RMHR	chemical	3
RMDR	RMHR	electrical	2
RMDVL	BWM-VL03	chemical	4
RMDVL	BWM-VL05	chemical	3
RMDVL	BWM-VL07	chemical	1
RMDVL	BWM-VR01	chemical	8
RMDVL	BWM-VR02	chemical	5
RMDVL	BWM-VR03	chemical	16
RMDVL	BWM-VR04	chemical	10
RMDVL	BWM-VR04	electrical	1
RMDVL	BWM-VR05	chemical	7
RMDVL	BWM-VR06	chemical	2
RMDVL	BWM-VR07	chemical	3
RMDVL	GLRVR	chemical	1
RMDVL	OLQDL	electrical	1
RMDVL	OLQVR	electrical	1
RMDVL	RMDDL	electrical	1
RMDVL	RMDDR	chemical	16
RMDVL	RMDL	electrical	1
RMDVL	RMDVR	chemical	1
RMDVL	RMED	chemical	2
RMDVL	SMBVR	chemical	2
RMDVL	SMDVL	electrical	1
RMDVR	AVAR	electrical	1
RMDVR	AVEL	electrical	1
RMDVR	BWM-VL01	chemical	7
RMDVR	BWM-VL02	chemical	8
RMDVR	BWM-VL03	chemical	7
RMDVR	BWM-VL04	chemical	7
RMDVR	BWM-VL05	chemical	6
RMDVR	BWM-VL06	chemical	2
RMDVR	BWM-VL07	chemical	2
RMDVR	BWM-VR03	chemical	4
RMDVR	CEPDR	electrical	1
RMDVR	OLQDR	electrical	1
RMDVR	RMDDL	chemical	14
RMDVR	RMDR	electrical	1
RMDVR	RMED	chemical	4
RMDVR	SAAVR	electrical	2
RMDVR	SMBVL	chemical	2
RMED	BWM-VL01	chemical	9
RMED	BWM-VL03	chemical	10
RMED	BWM-VL05	chemical	2
RMED	BWM-VR01	chemical	10
RMED	BWM-VR03	chemical	5
RMED	BWM-VR05	chemical	2
RMED	GLRDR	electrical	1
RMED	RMDVR	chemical	1
RMED	RMED	chemical	1
RMED	SMDDL	chemical	2
RMED	SMDDR	chemical	2
RMEL	BWM-DR02	chemical	15
RMEL	BWM-DR04	chemical	11
RMEL	BWM-VR02	chemical	11
RMEL	BWM-VR04	chemical	7
RMEL	GLRL	electrical	1
RMEL	GLRR	chemical	1
RMEL	GLRR	electrical	1
RMEL	RMED	electrical	2
RMEL	RMEL	chemical	1
RMER	BWM-DL02	chemical	12
RMER	BWM-DL04	chemical	14
RMER	BWM-VL02	chemical	12
RMER	BWM-VL04	chemical	13
RMER	GLRL	chemical	1
RMER	GLRR	electrical	1
RMER	IL1L	chemical	1
RMER	RMDDR	chemical	1
RMER	RMDR	electrical	1
RMER	RMED	electrical	1
RMER	RMER	chemical	1
RMEV	BWM-DL01	chemical	6
RMEV	BWM-DL03	chemical	6
RMEV	BWM-DL05	chemical	2
RMEV	BWM-DR01	chemical	7
RMEV	BWM-DR03	chemical	5
RMEV	BWM-DR05	chemical	2
RMEV	BWM-VL05	electrical	1
RMEV	GLRVL	electrical	1
RMEV	GLRVR	electrical	1
RMEV	IL1DL	electrical	1
RMEV	RIPR	electrical	1
RMEV	RMEL	electrical	2
RMFL	AVKL	chemical	3
RMFL	AVKR	chemical	7
RMFL	BWM-DR04	chemical	1
RMFL	BWM-DR06	chemical	1
RMFL	BWM-VR02	chemical	2
RMFL	BWM-VR04	chemical	3
RMFL	PVT	chemical	1
RMFL	RMDDR	chemical	1
RMFL	RMDL	chemical	5
RMFL	RMDR	chemical	7
RMFL	RMHL	chemical	1
RMFR	AIBR	chemical	4
RMFR	AVKL	chemical	5
RMFR	AVKR	chemical	4
RMFR	BAGR	chemical	2
RMFR	BWM-DL02	chemical	6
RMFR	BWM-DL04	chemical	1
RMFR	BWM-DL06	chemical	1
RMFR	CEPDL	chemical	2
RMFR	IL1L	chemical	1
RMFR	PVT	chemical	1
RMFR	RIBL	chemical	1
RMFR	RIML	chemical	2
RMFR	RMDL	chemical	1
RMFR	RMDR	chemical	3
RMFR	RMFL	chemical	3
RMFR	RMGL	chemical	1
RMFR	RMHR	chemical	4
RMFR	SAADL	chemical	1
RMGL	ADAL	chemical	1
RMGL	AIBR	chemical	1
RMGL	AIML	chemical	1
RMGL	AVAL	chemical	1
RMGL	AVBL	chemical	1
RMGL	AVBR	chemical	1
RMGL	AVEL	chemical	2
RMGL	BWM-DL06	chemical	5
RMGL	BWM-DL08	chemical	5
RMGL	BWM-VL04	chemical	2
RMGL	BWM-VL06	chemical	2
RMGL	BWM-VL08	chemical	4
RMGL	HSNL	chemical	1
RMGL	IL1L	chemical	2
RMGL	OLQVL	electrical	1
RMGL	PVPL	chemical	1
RMGL	RIAR	chemical	1
RMGL	RMDDL	chemical	2
RMGL	RMDDR	chemical	2
RMGL	RMDL	chemical	3
RMGL	RMDR	chemical	6
RMGL	RMDVL	chemical	5
RMGL	RMGL	chemical	1
RMGL	RMHL	electrical	2
RMGL	RMHR	chemical	1
RMGL	SDQL	chemical	2
RMGL	SIADR	chemical	1
RMGL	SIAVL	chemical	2
RMGL	SIBDL	chemical	3
RMGL	SMBDL	chemical	2
RMGL	URXL	chemical	2
RMGL	URXL	electrical	4
RMGR	ALMR	chemical	1
RMGR	ASHR	chemical	2
RMGR	AVBL	chemical	1
RMGR	AVBR	chemical	2
RMGR	AVER	chemical	1
RMGR	BWM-DR02	chemical	4
RMGR	BWM-DR04	chemical	2
RMGR	BWM-DR06	chemical	6
RMGR	BWM-DR08	chemical	3
RMGR	BWM-VR04	chemical	6
RMGR	BWM-VR04	electrical	1
RMGR	BWM-VR06	chemical	7
RMGR	BWM-VR08	chemical	2
RMGR	CEPDR	chemical	1
RMGR	IL2R	electrical	2
RMGR	PLNR	chemical	1
RMGR	PVNR	chemical	1
RMGR	RIAL	chemical	1
RMGR	RIFR	chemical	1
RMGR	RMDDL	chemical	1
RMGR	RMDL	chemical	5
RMGR	RMDR	chemical	2
RMGR	RMDVR	chemical	4
RMGR	RMHL	chemical	2
RMGR	RMHR	chemical	1
RMGR	RMHR	electrical	2
RMGR	SIADL	chemical	1
RMGR	SIBDR	chemical	1
RMGR	SMBVR	chemical	1
RMGR	SMDDL	chemical	1
RMHL	AVKL	chemical	1
RMHL	BWM-DR02	chemical	3
RMHL	BWM-DR04	chemical	2
RMHL	BWM-VR02	chemical	3
RMHL	BWM-VR04	chemical	1
RMHL	RIGR	chemical	1
RMHL	RMDL	chemical	1
RMHL	RMDR	chemical	5
RMHL	RMFL	chemical	1
RMHL	RMGR	chemical	1
RMHL	URXR	electrical	1
RMHR	AVKR	chemical	1
RMHR	BWM-DL02	chemical	2
RMHR	BWM-DL04	chemical	3
RMHR	BWM-DL06	chemical	1
RMHR	BWM-VL02	chemical	4
RMHR	BWM-VL04	chemical	7
RMHR	CEPDL	chemical	3
RMHR	IL1L	chemical	1
RMHR	PLNR	electrical	1
RMHR	RMDL	chemical	4
RMHR	RMDR	chemical	3
RMHR	RMFR	chemical	3
RMHR	RMGL	chemical	1
SAADL	AVAL	chemical	16
SAADL	OLLR	chemical	2
SAADL	RIML	chemical	8
SAADL	RIMR	chemical	9
SAADL	RMFR	chemical	2
SAADL	SMBDL	electrical	2
SAADL	SMDVR	chemical	4
SAADR	AVAR	chemical	16
SAADR	RIML	chemical	11
SAADR	RIMR	chemical	6
SAADR	RMDDR	electrical	1
SAADR	SMBDR	electrical	2
SAADR	SMDVL	chemical	1
SAAVL	AVAL	chemical	19
SAAVL	RIAR	electrical	1
SAAVL	RIML	chemical	5
SAAVL	RIMR	chemical	11
SAAVL	RMDVL	electrical	2
SAAVL	RMFR	chemical	1
SAAVL	SMBVR	electrical	2
SAAVL	SMDDR	chemical	5
SAAVR	AIBR	chemical	1
SAAVR	AVAR	chemical	26
SAAVR	OLLL	chemical	1
SAAVR	RIML	chemical	15
SAAVR	RIMR	chemical	11
SAAVR	RMFL	chemical	1
SAAVR	SMDDL	chemical	10
SDQL	AIBR	chemical	1
SDQL	AVAR	chemical	3
SDQL	AVBL	chemical	1
SDQL	AVBR	chemical	2
SDQL	FLPL	chemical	1
SDQL	RIAL	chemical	1
SDQL	RICR	chemical	1
SDQL	RIS	chemical	2
SDQL	SDQL	chemical	1
SDQL	SDQL	electrical	1
SDQL	SDQR	chemical	1
SDQL	URYVL	chemical	1
SDQR	ALMR	chemical	1
SDQR	AVAR	chemical	1
SDQR	AVBL	chemical	4
SDQR	AVBR	chemical	6
SDQR	DVA	chemical	3
SDQR	RIAL	chemical	1
SDQR	RICL	chemical	1
SDQR	RICR	chemical	1
SDQR	RIML	chemical	1
SDQR	RIVR	chemical	1
SDQR	RMGL	chemical	2
SDQR	SDQL	chemical	1
SDQR	SDQL	electrical	1
SDQR	SIBVR	chemical	1
SIBDL	SIBVL	electrical	2
SIBDL	SMBDL	electrical	1
SIBDL	SMBVL	electrical	2
SIBDR	RIBR	electrical	2
SIBVL	SMBDL	electrical	1
SIBVR	RIBR	electrical	2
SIBVR	SIBDR	electrical	3
SIBVR	SMBDR	electrical	2
SMBDL	ADAL	chemical	1
SMBDL	ALNR	chemical	3
SMBDL	BWM-DR02	chemical	1
SMBDL	BWM-DR03	chemical	5
SMBDL	BWM-DR04	chemical	2
SMBDL	BWM-DR05	chemical	7
SMBDL	BWM-DR06	chemical	1
SMBDL	BWM-DR07	chemical	2
SMBDL	BWM-DR08	chemical	1
SMBDL	RMDDL	chemical	1
SMBDL	RMED	chemical	5
SMBDL	SAAVL	chemical	1
SMBDL	SAAVR	chemical	6
SMBDR	ALNL	chemical	1
SMBDR	BWM-DL01	chemical	2
SMBDR	BWM-DL02	chemical	1
SMBDR	BWM-DL03	chemical	5
SMBDR	BWM-DL04	chemical	4
SMBDR	BWM-DL05	chemical	3
SMBDR	BWM-DL06	chemical	1
SMBDR	BWM-DL07	chemical	2
SMBDR	BWM-DL08	chemical	1
SMBDR	RMED	chemical	4
SMBDR	RMHR	chemical	1
SMBDR	SAAVL	chemical	5
SMBVL	BWM-VL01	chemical	2
SMBVL	BWM-VL02	chemical	1
SMBVL	BWM-VL03	chemical	3
SMBVL	BWM-VL04	chemical	2
SMBVL	BWM-VL05	chemical	7
SMBVL	BWM-VL06	chemical	2
SMBVL	BWM-VL07	chemical	5
SMBVL	BWM-VL08	chemical	1
SMBVL	excgl	chemical	1
SMBVL	PLNL	chemical	2
SMBVL	RMDVR	chemical	1
SMBVL	RMEV	chemical	6
SMBVL	SAADL	chemical	7
SMBVL	SAAVR	electrical	1
SMBVL	SIBVL	electrical	1
SMBVL	SMBDL	electrical	1
SMBVR	BWM-VR01	chemical	3
SMBVR	BWM-VR02	chemical	3
SMBVR	BWM-VR03	chemical	5
SMBVR	BWM-VR04	chemical	4
SMBVR	BWM-VR05	chemical	7
SMBVR	BWM-VR06	chemical	2
SMBVR	BWM-VR07	chemical	2
SMBVR	BWM-VR08	chemical	1
SMBVR	CEPshVR	chemical	1
SMBVR	PLNR	chemical	1
SMBVR	RMDVL	chemical	1
SMBVR	RMEV	chemical	4
SMBVR	SAADR	chemical	7
SMDDL	BWM-DL03	chemical	1
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	2
SMDDL	BWM-DR05	chemical	1
SMDDL	BWM-DR06	chemical	1
SMDDL	BWM-DR08	chemical	1
SMDDL	CEPDR	chemical	1
SMDDL	RIAL	chemical	6
SMDDL	RIAR	chemical	7
SMDDL	RIML	chemical	1
SMDDL	RMDR	chemical	1
SMDDL	SMDDR	electrical	1
SMDDL	SMDVR	chemical	7
SMDDR	BWM-DL01	chemical	2
SMDDR	BWM-DL03	chemical	2
SMDDR	BWM-DL05	chemical	3
SMDDR	BWM-DL07	chemical	2
SMDDR	BWM-DL08	chemical	2
SMDDR	CEPDL	chemical	1
SMDDR	RIAL	chemical	4
SMDDR	RIAR	chemical	4
SMDDR	RIMR	chemical	2
SMDDR	RMDL	chemical	1
SMDDR	RMDR	chemical	1
SMDDR	SMDVL	chemical	6
SMDDR	URYDL	chemical	1
SMDVL	BWM-VL03	chemical	1
SMDVL	BWM-VR01	chemical	2
SMDVL	BWM-VR03	chemical	2
SMDVL	BWM-VR05	chemical	1
SMDVL	RIAL	chemical	8
SMDVL	RIAR	chemical	9
SMDVL	RIVL	electrical	1
SMDVL	RMDL	electrical	1
SMDVL	RMED	chemical	1
SMDVL	SMDDL	chemical	1
SMDVL	SMDDR	chemical	5
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	2
SMDVR	BWM-VL05	chemical	2
SMDVR	CEPVL	chemical	4
SMDVR	RIAL	chemical	9
SMDVR	RIAR	chemical	8
SMDVR	RIS	chemical	1
SMDVR	RMDVR	electrical	1
SMDVR	SIAVL	chemical	1
SMDVR	SIAVL	electrical	1
SMDVR	SMDDL	chemical	9
URADL	BWM-DL01	chemical	4
URADL	BWM-DL02	chemical	3
URADL	BWM-DL03	chemical	2
URADL	BWM-DL04	chemical	2
URADL	IL1DL	chemical	1
URADL	RIPL	chemical	3
URADL	RMED	chemical	1
URADL	RMEL	chemical	2
URADL	RMER	chemical	1
URADR	BWM-DR01	chemical	8
URADR	BWM-DR02	chemical	5
URADR	BWM-DR03	chemical	5
URADR	BWM-DR04	chemical	2
URADR	IL1DR	chemical	1
URADR	IL1R	chemical	1
URADR	RIPR	chemical	6
URADR	RMED	chemical	2
URADR	RMER	chemical	1
URAVL	BWM-VL01	chemical	5
URAVL	BWM-VL02	chemical	6
URAVL	BWM-VL03	chemical	1
URAVL	BWM-VL04	chemical	2
URAVL	GLRL	chemical	1
URAVL	IL1L	chemical	1
URAVL	IL1VL	chemical	1
URAVL	IL2L	chemical	1
URAVL	RIPL	chemical	3
URAVL	RMEL	chemical	1
URAVL	RMER	chemical	1
URAVL	RMEV	chemical	3
URAVR	BWM-DR02	chemical	1
URAVR	BWM-VR01	chemical	6
URAVR	BWM-VR02	chemical	10
URAVR	BWM-VR03	chemical	1
URAVR	BWM-VR04	chemical	2
URAVR	IL1R	chemical	1
URAVR	IL1VR	chemical	2
URAVR	RIPR	chemical	4
URAVR	RMEL	chemical	1
URAVR	RMER	chemical	4
URAVR	RMEV	chemical	2
URBL	ADAL	chemical	5
URBL	ADEL	chemical	1
URBL	AVBL	chemical	2
URBL	AVDR	chemical	1
URBL	AVEL	chemical	1
URBL	CEPDL	chemical	1
URBL	CEPVL	chemical	4
URBL	IL1L	chemical	1
URBL	OLQDL	chemical	1
URBL	RIBL	chemical	1
URBL	RICL	chemical	7
URBL	RICR	chemical	1
URBL	RIVL	chemical	1
URBL	RMDR	chemical	1
URBL	RMGL	chemical	1
URBL	RMHR	chemical	2
URBL	SDQL	chemical	1
URBL	SIAVL	chemical	1
URBL	SMBDR	chemical	1
URBL	SMDVL	chemical	1
URBL	URXL	chemical	11
URBR	ADAR	chemical	2
URBR	AVBL	chemical	1
URBR	AVBR	chemical	3
URBR	AVDL	chemical	1
URBR	AVJL	chemical	2
URBR	CEPDR	chemical	3
URBR	IL1R	chemical	1
URBR	IL2R	chemical	1
URBR	OLQDR	chemical	3
URBR	OLQVR	chemical	1
URBR	RICL	chemical	4
URBR	RICR	chemical	6
URBR	RMHL	chemical	3
URBR	RMHR	chemical	1
URBR	SMBDL	chemical	1
URBR	URXR	chemical	8
URXL	ADAL	chemical	3
URXL	AUAL	chemical	16
URXL	AUAL	electrical	2
URXL	AVAL	chemical	1
URXL	AVBL	chemical	1
URXL	AVBR	chemical	1
URXL	AVEL	chemical	6
URXL	AVHR	chemical	2
URXL	CEPVL	chemical	1
URXL	CEPVL	electrical	1
URXL	DVA	chemical	1
URXL	IL2L	chemical	1
URXL	PVPL	chemical	2
URXL	RIAL	chemical	20
URXL	RIAL	electrical	1
URXL	RICL	chemical	3
URXL	RICR	chemical	3
URXL	RIGL	chemical	5
URXL	RIR	chemical	3
URXL	RMGL	chemical	1
URXL	URBL	chemical	1
URXL	URBL	electrical	1
URXR	ADAR	chemical	2
URXR	AUAR	chemical	21
URXR	AUAR	electrical	1
URXR	AVBL	chemical	1
URXR	AVER	chemical	4
URXR	AVJL	chemical	1
URXR	IL2R	chemical	3
URXR	IL2R	electrical	1
URXR	PVPR	chemical	2
URXR	RIAR	chemical	30
URXR	RICL	chemical	1
URXR	RICR	chemical	4
URXR	RIFR	electrical	1
URXR	RIGR	chemical	7
URXR	RIR	chemical	6
URXR	RMFR	chemical	1
URXR	RMGR	chemical	5
URXR	RMGR	electrical	2
URXR	SIADL	chemical	1
URYDL	AVBL	chemical	1
URYDL	AVDL	chemical	1
URYDL	AVER	chemical	7
URYDL	BWM-DL01	chemical	1
URYDL	BWM-DL03	chemical	1
URYDL	BWM-DL05	chemical	2
URYDL	CEPDL	chemical	1
URYDL	IL1DL	chemical	6
URYDL	RIBL	chemical	4
URYDL	RMDDR	chemical	5
URYDL	RMDVL	chemical	14
URYDL	RMED	chemical	1
URYDL	RMEL	chemical	1
URYDL	RMEV	chemical	1
URYDL	SMDDR	chemical	2
URYDR	AVBL	chemical	1
URYDR	AVBR	chemical	1
URYDR	AVDR	chemical	1
URYDR	AVEL	chemical	8
URYDR	BWM-DR01	chemical	1
URYDR	BWM-DR03	chemical	2
URYDR	BWM-DR05	chemical	2
URYDR	IL1DR	chemical	5
URYDR	RIBR	chemical	1
URYDR	RMDDL	chemical	6
URYDR	RMDVR	chemical	14
URYDR	RMED	chemical	1
URYDR	SMDDL	chemical	5
URYVL	AVBR	chemical	1
URYVL	AVER	chemical	6
URYVL	BWM-VL03	chemical	1
URYVL	BWM-VL05	chemical	2
URYVL	IL1VL	chemical	1
URYVL	OLLL	chemical	1
URYVL	RIBL	chemical	5
URYVL	RMDDL	chemical	7
URYVL	RMDR	chemical	1
URYVL	RMDVR	chemical	7
URYVL	SIBVR	chemical	1
URYVL	SMDVR	chemical	4
URYVR	AVBL	chemical	1
URYVR	AVEL	chemical	5
URYVR	BWM-VR01	chemical	1
URYVR	BWM-VR03	chemical	1
URYVR	IL1VR	chemical	1
URYVR	RIBR	chemical	4
URYVR	RMDDR	chemical	10
URYVR	RMDVL	chemical	5
URYVR	SIBDR	chemical	1
URYVR	SIBVL	chemical	1
URYVR	SMDVL	chemical	2
