,gene_name,X,threshold,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN,AQR,AS,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA9,DB,DB01,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PLN,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA12,VB,VB01,VB02,VC,VC_4_5,VD_DD
95402,ins-12,WBGene00002095,2,0,0,0,0.3212652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.85275,0,0,0,0,0,0,0,0,5.774406,0,0,0,0,0,0,17.46696,0,8.505251,4.288457,0,0,0,0,0,0,0,0,0,1.418743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8354,40.57377,0,0,0,0,0,0,0,0,0,6.311582,0,0,0,0,0,0,0,0,0.452151,0,0,0,0,0,0,0,0,0,0,1.29576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95413,ins-11,WBGene00002094,2,0,0,0,63.77107,0,0,0,0,0,1.136801,0,0,0,0,0,0,0,0,0,50.36635,0,0,0,0,0,0.824266,0,2.59832,1.188455,0,4.129376,0,0,0,0,0,0,2.344305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486389,0,0,0,0,0,0,0,0,0,0,0,0,0,6.956035,0,5.298287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.72164,1.412472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95532,ins-15,WBGene00002098,2,0,0,0,35.1736,104.3434,0,0,0,0,0,0,0,0,0,0,0,657.3847,188.0452,0,21.34323,0,30.3889,78.51168,0,0,0,0,0,0,0,0,0,0,0,0,272.5382,0,343.9745,108.2246,92.15196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09956,8.287928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95541,ins-14,WBGene00002097,2,0,0,0,619.4099,2850.229,0,0,0,0,0,0,0,0,0,0,0,8572.066,3392.598,0,928.6038,44.72563,684.6717,2432.876,0,0,0,0,0,0,0,0,0,0,0,0,4289.891,0,8117.898,5318.766,4917.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95671,nlp-55,WBGene00008820,2,0,0,0,437.1888,49.59676,0,0,2510.988,0,1803.988,1521.148,0,527.3497,0,0,0,0,0,688.8387,550.934,70.9677,0,954.4777,0,0,0,0,0,0,69.08807,119.8602,118.6038,0,0,4449.577,0,0,0,63.67669,3744.671,1407.624,0,2965.846,0,0,0,0,1693.602,145.8091,3259.558,0,864.217,0,71.57936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771.665,0,0,0,586.4551,0,0,0,0,2901.053,0,2475.041,2048.527,844.171,379.2218,0,60.89541,0,0,0,3965.681,1851.733,0,112.1602,0,0,0,0,0,0,0,0,385.7142,0,0,0,0,0,0,0,279.7578,0,0,10275.95,0,0,0,0,0,0,0,0,0,0
95891,nlp-63,WBGene00044028,2,0,0,0,1151.064,0,0,0,0,0,0,0,0,0,0,794.0333,0,0,0,0,20.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0997,393.2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.213,0,0
97201,nlp-32,WBGene00003770,2,0,0,0,0,6.814957,0,0,0,0,0,0,0,0,0,0,0,24.14611,50.78199,0,0,0,112.0406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.35853,16.23831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97641,ins-21,WBGene00002104,2,0,0,0,0,45.01031,0,0,0,0,0,0,0,0,0,0,0,146.8699,1147.838,0,0,156.5348,0,18.84224,0,0,0,0,0,0,0,0,0,0,0,0,36.92677,1342.01,1457.459,2152.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97652,ins-22,WBGene00002105,2,0,0,0,0,135.7693,0,0,0,0,0,0,0,0,0,0,0,19661.86,24282.7,0,0,2671.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.915,0,5405.919,6155.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.09889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97661,ins-23,WBGene00002106,2,0,0,0,0,322.533,0,0,0,0,0,0,0,0,0,0,0,11819.24,7110.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.35939,0,4759.615,4959.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97981,ntc-1,WBGene00044568,2,0,0,0,0,79890.65,0,0,0,0,0,72.2589,95.37931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14913.7,0,0,0,0,0,0,0,0,141.6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89929,0,0,0,0,68.36759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98661,flp-32,WBGene00010982,2,0,0,0,0,384.6486,0,0,137.6012,3326.519,0,0,452.1071,0,0,367.419,0,0,588.1871,0,0,0,0,0,13364.11,0,0,0,0,0,0,226.8265,0,0,0,0,1302.84,0,0,0,423.1561,0,0,0,141.4832,0,0,0,0,0,0,0,0,0,0,37.04405,0,14652.47,13634.31,0,13373.54,550.7491,0,0,0,2126.576,11571.6,0,0,0,0,0,0,0,0,0,0,0,4844.858,0,0,0,0,0,0,611.6835,0,0,0,0,0,0,0,61302.93,0,0,0,0,0,0,0,0,0,166.6014,0,0,0,230.9781,0,25242.88,198.8137,159.3424,494.1402,0,0,0,0,14369.73,0,0,3532.807,1284.153,0,1099.511,467.6988,3082.216,0,0,0
99201,ins-26,WBGene00002109,2,0,0,0,0,149.7595,0,0,0,0,0,0,0,0,0,0,0,3242.598,9446.677,0,0,59850.96,3474.551,170.0653,0,0,0,0,0,0,0,0,0,0,0,0,16676.17,0,175.5626,0,0,0,138.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.42627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100911,nlp-77,WBGene00015514,2,0,0,0,0,4959.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.75717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25124,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9818,0,0,0,0,0,0,0,0,0,0,0,106.9197,0,0,0,0,0,0,0,0
101141,nlp-51,WBGene00011997,2,0,0,0,0,135.8862,0,0,1116.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.50819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457.803,0,0,0,0,0,0,0,0,0,0,0,0,0,78710.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101342,nlp-41,WBGene00007316,2,0,0,0,0,324.7576,1634.794,0,793.842,0,2105.858,1222.366,0,0,0,0,0,0,132.4191,0,0,0,0,0,248.2486,0,0,0,0,0,0,1655.275,0,102.8259,0,0,131.7379,0,269.7087,257.0572,860.0727,0,0,422.2953,0,0,0,0,0,0,4119.353,0,1339.234,0,0,378.8596,0,0,0,6348.681,0,0,0,0,0,0,0,0,0,0,365.3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.1536,0,167.452,0,0,0,0,0,0,1174.506,789.4636,587.8402,165.3273,1760.009,0,802.4307,123.0389,0,993.4414,0,0,0,94.63386,0,0,0,0,0,0,3482.467,0,51.9739,756.2763,0,0,0,0,0,0,0,0,0
101631,nlp-35,WBGene00007881,2,0,0,0,0,0,5281.313,0,2300.944,3989.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158.68,746.6994,0,0,0,16.82914,0,0,0,1367.427,69.05897,0,0,40.73914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.7848,68.03194,0,0,343.7085,0,0,0,0,58.10553,0,0,0,0,2515.438,0,0,0,0,176.9932,236.0556,0,0,0,0,0,0,0,0,0,0,15296.21,0,0,1443.624,0,1866.741,3216.071,0,0,0,0,0,0,0,0,0,0
102362,nlp-57,WBGene00008589,2,0,0,0,0,0,5658.96,0,9131.112,798.1669,0,460.6343,0,0,0,100.7698,0,0,8516.071,0,0,2270.663,0,0,0,11216.4,0,0,2287.074,0,0,0,0,0,0,0,47.78405,0,0,0,0,7765.648,0,0,0,0,0,101.0259,0,0,0,0,0,1744.092,0,0,0,0,193.0647,0,0,0,0,3361.802,0,0,0,0,0,0,0,0,0,28.17856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4526.053,0,1043.089,137.0663,849.3647,1905.922,0,1296.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,905.7366,0,0,0,0,41.57752,96.88574,0,0,0
102801,nlp-4,WBGene00003742,2,0,0,0,0,0,7.625894,2.150333,2.021813,0,2.749552,0,12.60815,4.192974,0,2.48271,0,2.865138,0,0,0,0,0,73.63474,0,0,5.776445,0,0,0,0,0,0,6.817706,0,0,0,0,0,0,0,0,4.238257,0,0,0,0,0,0,0,4.523431,9.126384,0,0,0,0,0,0,0,0,0,1.574802,0,0,0,0,0,0,0,0,3.988013,0,0,0,0,0,0,0,0,0,0,0,0,0,4.172141,0,18.12404,0,0,0,0,0,0,0,0,0,0,2.765581,0,13.32082,0,4.173407,181.8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.676686,33.41159,0
102851,nlp-38,WBGene00007219,2,0,0,0,0,0,16668.54,0,0,0,182.8009,0,0,0,0,0,334.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.1101,0,2956.529,2139.699,0,0,0,0,0,0,0,32.2226,0,0,0,0,495.7602,0,0,0,0,0,0,0,0,0,0,0,0,55.6329,0,0,0,0,0,0,0,0,3230.771,0,0,0,942.5422,0,0,0,0,0,0,0,0,1248.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.8805,0,0,0,0,0,726.9779,40.31684,0,0,300.992,34.07151,2147.574,176.4977,1676.965,0,0,0
102871,ins-28,WBGene00002111,2,0,0,0,0,0,56278.2,0,0,67021.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.055649,0,0,0,0,0,0,0,64867.75,0,0,26756.75,619.8618,0,0,692.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00027,0,0,0,204.0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102952,nlp-9,WBGene00003747,2,0,0,0,0,0,121.4991,129.6922,46.99408,0,40.85148,7389.341,0,1279.32,1442.408,0,2236.746,0,0,0,0,0,0,0,109.3884,194.0137,0,910.0389,127.6158,0,0,33.53847,0,0,0,93.11223,75.3168,0,0,0,348.5438,0,0,0,4945.26,3878.845,2738.021,1558.762,0,0,0,0,0,0,0,32.2226,143.608,0,0,0,1167.052,314.8994,641.0501,86.47804,268.6232,0,30.29202,112.5974,0,0,0,0,0,915.8564,3024.187,0,116.6355,0,0,212.7947,142.6072,0,0,0,0,779.8071,0,0,0,0,0,0,0,825.6781,407.9522,0,0,0,0,46.4905,0,0,885.3051,375.5899,1878.237,0,0,298.1997,92.12631,382.7088,1972.855,1985.194,0,943.7327,458.6735,63.57119,766.3185,1757.885,67.02115,0,0,3977.159,4826.806,2495.528,268.2054,1533.799,528.9347,0,0
103221,ins-10,WBGene00002093,2,0,0,0,0,0,2680.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.7481,105.9076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.4651,3616.213,407.4874,10015.49,0,0,0,0,0,0,264.191,356.1175,10760.46,0,10478.63,0,0,0,0,0,1319.463,0,0,0,0,0,0,0,0,0,265.4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105113,nlp-11,WBGene00003749,2,0,0,0,0,0,0,2589.726,6439.831,2492.935,0,27787.99,0,0,574.7758,35.70053,1146.237,0,0,962.2453,0,0,0,0,372.1885,2441.515,160.9258,0,1998.143,0,786.4834,226.8543,0,0,0,0,0,0,0,0,284.193,0,0,0,387.395,1333.251,0,0,2098.015,393.5457,2254.489,761.4032,0,0,0,341.9559,543.5666,1844.758,0,804.5673,0,70.70885,1424.11,0,1729.129,206.8486,90.03744,148.0958,0,0,3333.33,99.1519,0,41.1953,10420.65,0,0,0,0,0,584.831,0,0,643.8895,0,0,2427.053,181.2667,752.4063,175.7316,1073.473,0,0,703.5745,0,1918.941,5101.219,4940.8,1038.238,0,0,2436.253,1017.727,0,1728.219,1250.174,0,706.2201,309.9676,1741.078,0,0,150.1184,0,0,0,3620.352,6467.925,4932.504,2697.341,0,213.2334,337.726,0,0,0,0,243.5724,0
105142,nlp-18,WBGene00003756,2,0,0,0,0,0,0,48757.29,5240.946,573.9556,0,81561.99,0,0,0,0,0,0,0,0,127.6005,0,0,0,3044.129,0,100.726,0,0,0,0,0,0,0,0,0,91.61291,0,0,332.1814,0,0,0,0,0,0,0,0,0,388.0051,698.7102,2911.92,0,0,0,0,0,0,0,0,0,0,1760.632,0,0,0,0,0,0,0,0,0,0,31.105,0,0,0,0,0,0,0,0,0,0,0,0,143.2151,0,0,0,0,575.2551,0,0,0,2486.164,0,0,0,0,348.8028,0,4173.434,0,0,0,0,0,0,247.1502,0,0,0,438.912,0,0,0,0,0,1135.622,0,0,0,0,0,0,0,0,0
106321,nlp-70,WBGene00044513,2,0,0,0,0,0,0,0,22267.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106501,nlp-73,WBGene00013964,2,0,0,0,0,0,0,0,5751.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16778,0,0,1688.905,0,0,0,0,0,0,0,0,0,3809.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.7046,0,0,0,0,0,0,0,0,0,0,0,0,9545.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1839,1783.632,0
106532,nlp-80,WBGene00011428,2,0,0,0,0,0,0,0,54362.23,38743.26,0,2861.618,0,0,0,552.2341,0,0,0,3939.907,0,204.9313,12383.88,103.243,0,0,0,0,0,0,0,0,0,0,0,0,1927.185,1591.083,0,115.6083,109.8809,75087.84,0,0,0,0,0,0,0,0,0,0,8397.918,0,0,260.466,448.1008,4631.9,0,0,0,0,258.1268,0,0,0,1348.892,2033.119,0,0,13900.21,0,0,0,0,0,0,0,0,0,0,162.8098,0,0,0,0,0,58.8716,12786.74,1010.948,7042.012,0,0,0,0,0,0,0,0,6129.556,0,0,0,0,0,0,0,0,0,56.57379,0,0,0,0,0,0,0,0,978.5504,828.378,0,0,0,0,0,0,0,0,0
106691,nlp-25,WBGene00003763,2,0,0,0,0,0,0,0,1.522347,0,1.493798,0,0,2.662276,0,9.543311,0,0,0,0.6568122,0,1.651368,1.438363,0.7595088,0,0,0,0,0.9418342,4.697808,0,0,1.989816,0.7195975,1.083065,0,0.4852472,0,0,0,0,0,0,0,0,0,0,0,0,1.368517,5.729381,0,2.524572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.575089,1.536719,18.09139,1.748545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.179589,0,1.002419,0,0,0,0,0.6186859,0,0,0,5.772175,0,0,3.969611,0,0,0,0,0,0,0,0,0,0,1.214392,0,0,2.988509,0,6.632062,0,1.249056,0,0,0,0.7497915,0,0,0
108301,nlp-42,WBGene00013588,2,0,0,0,0,0,0,0,0,63355.69,0,0,591.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.03349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108441,nlp-5,WBGene00003743,2,0,0,0,0,0,0,0,0,87.62621,0,0,0,0,0,0,0,0,1156.553,0,0,0,0,167.7717,0,80.44273,0,0,0,0,0,0,0,0,0,0,0,87.20623,39.02913,539.5181,0,0,0,0,0,0,0,0,0,0,0,0,551.5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328.755,0,3983.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109181,nlp-64,WBGene00019734,2,0,0,0,0,0,0,0,0,0,124.2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.1259,0,1470.101,0,0,0,0,445.3095,0,0,0,0,0,0,0,0,854.8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.3244,0,0,0,0,0,0,0,0,0,700.5787,0,123.1532,0,0,0,0,0,0,0,0,0,0,0,1223.367,0,1197.593,0,0,0,0,0,0,0,0,0,0,0,1789.001,0,0,29762.51,1573.048,39707.71,0,0,586.1281,0,22108.23,66629.69,0,41555.33,0,977.951,0,57137.83,0,1460.567,0,0,0,0,0,0,0,0,0,0
109291,flp-18,WBGene00001461,2,0,0,0,0,0,0,0,0,0,949.5839,0,1606.017,0,0,0,456.4652,0,0,0,354.8107,0,0,0,0,9159.267,1521.565,196.3106,3154.58,0,0,262.8773,0,0,713.1204,0,0,0,0,0,276.0947,0,0,0,168.3661,1356.462,5309.546,4904.746,395.4532,312.3761,0,0,0,179.2486,0,40.27824,0,0,0,0,0,164.9233,0,0,496.2741,0,0,0,0,0,0,421.6337,815.0857,523.7916,0,0,0,0,0,0,0,0,0,0,0,2008.999,0,0,0,0,0,0,0,212.4449,0,201.1658,63879.73,1705.303,1234.4,238.0904,0,0,2243.092,273.1757,1662.345,0,0,482.1941,0,0,175.8369,1668.781,0,0,774.9937,0,170.2843,0,0,0,0,344.196,4218.175,3430.064,1889.937,6028.69,0,0,0
109531,flp-28,WBGene00044686,2,0,0,0,0,0,0,0,0,0,41.64276,0,0,0,0,233.5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.3942,0,0,50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43701.78,0,0,23341.42,0,0,136.7712,0,0,0,0,0,0,0,21901.56,0,0,100.9943,6451.564,0,0,0,0,0,0,0,0,0,0,0,0,0,5163.44,0,0,0,0,0,0,0,0,0,170.7741,0,0,0,0,0,0,2227.525,0,1735.841,0,681.0654,0,0,0,0,0,0,248.1286,0,0,0,0,0,0,0,530.8926,8949.079,0,0,0,0,0,0,0,24524.14,9453.11,0
111081,flp-20,WBGene00001463,2,0,0,0,0,0,0,0,0,0,0,1648.562,0,7802.411,0,747.0034,0,601.4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29659.31,96.63844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676.187,377.5386,0,2436.269,0,21248.57,0,0,141.779,28052.1,0,0,0,0,0,0,0,0,0,0,0,616.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.4951,0,0,0,0,0,0
111701,flp-13,WBGene00001456,2,0,0,0,0,0,0,0,0,0,0,0,27713.87,0,0,0,0,0,471.7359,0,849.5286,0,0,614.8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.4559,0,0,0,0,0,0,0,0,0,0,0,0,197.7536,0,815.6503,1860.442,58295.12,6114.541,0,0,0,0,0,4588.303,6761.481,6489.985,1271.751,0,9303.079,0,0,0,0,0,0,0,0,0,0,0,412.7724,0,0,0,0,0,0,0,0,0,0,0,0,0,115.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.4805
112732,nlp-58,WBGene00077775,2,0,0,0,0,0,0,0,0,0,0,0,446.7281,0,0,0,0,0,0,0,0,0,0,0,109.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6359,0,408.0873,0,0,0,0,99.53621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.0773,0,0,0,0,0,0,0,0,0,35206.95,0,0,0,0,0,74179.85,0,0,0,0,492.6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.616,0,1311.432,119.2239,3979.359,0,0,0
113121,nlp-78,WBGene00195143,2,0,0,0,0,0,0,0,0,0,0,0,7143.137,0,0,0,0,1346.356,7090.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.35063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51272,0,0,0,0,0,0,0,0,0,0,0,0,0,132.8872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17082.17,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0291,0,0,0,0,0,0,0,1181.678
113611,nlp-43,WBGene00016684,2,0,0,0,0,0,0,0,0,0,0,0,0,879.7678,0,8611.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.70806,0,0,0,151.1299,0,0,0,0,0,0,0,0,0,72111.47,0,0,504.2057,9314.042,0,0,0,0,0,13802.51,4593.18,12188.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.15457,0,165.9651,0,0,0,0,0,0,0,0,13386.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847.031,0,0,0,0,0,0,0,0
114612,nlp-69,WBGene00013752,2,0,0,0,0,0,0,0,0,0,0,0,0,2168.739,0,0,0,0,305.3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.7109,0,0,0,0,0,0,0,0,0,0,0,227.2017,0,0,114.9023,0,0,0,0,0,0,0,0,0,0,0,0,2111.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570.441,0,0,0,0,0,0,0,0,48.61955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.0584,0,0,0,0,0,0
114832,nlp-20,WBGene00003758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42735.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110870.8,344.9889,0,0,0,97.47588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860.294,0,0,0,59.95283,0,0,0,0,0,0,0,0,0
